State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Energy_Type
TN,CLTCB,374478,354174,347170,386275,336101,338853,363659,351990,439263,436716,403742,369984,444326,532943,470336,471919,561514,553721,564711,542302,576894,565947,470661,547105,555270,599665,605739,596507,610560,566938,600526,565397,590306,685674,622698,669028,650760,680608,651838,648342,705059,687352,655906,621425,648005,657711,677174,672766,643796,477713,515464,481127,423086,399768,427509,370650,379775,334567,Coal
TN,DFTCB,30817,32525,36097,38996,39634,42495,53746,50876,59860,60555,63798,67364,83486,92128,94375,101817,128216,140432,159573,140651,111701,113849,109581,117377,125688,131610,131828,136119,139601,140073,142724,130810,137068,136485,135927,150382,156159,156825,168999,154845,163204,166367,173003,193811,193808,202525,198140,204260,178979,157044,169506,171483,162352,160512,171298,171194,166718,170084,Distillate Fuel Oil
TN,HLTCB,5018,5033,5572,6629,6866,7317,8579,9341,10308,12655,12152,12174,13422,14579,13151,14571,14316,13436,13778,11237,10400,5630,8483,8625,8291,8472,9999,9759,11632,13057,10863,12000,17544,13350,13100,12826,16202,15130,12380,17659,20598,16638,21622,16102,17246,16965,17361,15105,12727,12602,14129,12287,9070,9858,11109,10083,9619,9273,HGL
TN,HYTCB,93352,93175,101734,80947,95169,91464,79494,100437,80288,78115,84656,98699,115536,118976,122871,122852,98277,108482,91006,127403,91045,61827,102125,104700,106288,68316,55630,78827,47402,123649,104180,113470,103534,92309,124080,99290,118569,112731,110189,79783,65248,71778,81116,121537,104248,93086,76859,48823,55636,99669,79392,93037,78942,118721,84645,89288,62538,80071,Hydroelectric Power
TN,JFTCB,3098,3613,4343,4729,5643,6526,8334,11423,14396,17574,18791,18788,19385,21416,21650,22214,23178,24718,26447,27652,23435,19661,12871,11574,20509,27461,33492,32142,23886,24599,23613,19266,25313,37166,43961,45882,52820,53506,55928,66998,72898,71223,76218,75840,77241,78901,80553,78310,71836,63384,69954,69483,65061,63615,64176,67699,76520,74993,Jet Fuel
TN,MMTCB,143240,148051,154751,159343,164319,170625,182890,192187,201594,212905,219937,233782,253891,275220,271239,282271,295466,302861,315458,300156,288640,286831,286397,282902,301472,304923,316733,301994,311513,315481,304679,295019,307760,317293,325025,336088,338002,344277,351287,362939,358150,355705,374138,377051,379142,374260,375872,375149,354222,360309,364066,357453,351703,355259,359062,370940,385696,387112,Motor Gas excl Ethanol
TN,NNTCB,151740,166703,173967,179197,191178,211142,236752,241965,243425,257524,261784,270841,283375,300079,265374,224065,218483,208401,189201,233860,233323,227063,212041,199046,211280,196698,194003,206963,220847,228488,227522,234594,249234,263147,253995,264854,289307,291824,287443,286363,280666,265461,263690,265806,238761,238400,230047,229520,238441,223019,263365,267929,281007,284750,313887,322468,336341,331680,Natural Gas
TN,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660,51886,111885,153222,135551,102737,-1107,-1124,41776,165130,148175,173895,163909,34714,124717,165048,240773,258656,297814,284525,269327,298424,287927,251718,298369,290153,257523,301038,282514,281996,289930,281682,263045,297732,289401,261037,309357,332779,Nuclear Electric Power
TN,P1TCB,44885,46207,52523,51894,55370,62562,70138,66123,72469,74594,70802,68446,71032,78533,64520,67445,71843,80035,80486,71723,57401,58819,61810,50693,59078,60945,56037,62109,62476,71014,69398,66485,71293,65191,72011,70330,69948,66328,81682,86189,81742,99515,91746,91553,95838,107788,112783,99674,95714,63420,63957,66834,62166,68993,69235,70517,72752,73865,Other Petroleum
TN,RETCB,138708,136653,145125,127030,141564,138006,128629,147297,132020,131914,138417,153090,173103,177886,180418,177299,160069,176225,163042,207250,160372,136647,184144,189453,203068,166411,156473,176511,150409,205997,165010,178555,168952,152077,186064,163369,175612,161831,158854,131837,120501,138830,148357,184191,179815,173787,150843,125739,149000,191335,176865,190601,180950,224819,193693,195876,167435,184743,Total Renewables
TN,RFTCB,1182,1095,661,1740,1799,1801,2162,3026,2121,5056,3755,2342,3255,4057,5461,4487,18626,21190,14362,15373,9424,7713,4532,6550,4371,3388,3651,2012,2799,2889,1930,2538,2466,3277,2857,2275,1323,983,990,313,413,945,851,1604,2149,2264,1187,1100,1288,250,35,158,424,404,255,225,132,131,Residual Fueal
TX,BMTCB,38296,38880,39275,37709,39136,41196,43785,43901,49149,51073,52207,51251,58945,60439,59656,55820,64884,70366,76252,77273,55648,58544,70015,66418,77878,81664,92451,98225,99028,112011,98022,98409,108088,98558,98792,103690,100412,106311,99146,82866,86905,76166,83739,80860,77141,81554,115268,138128,174293,140097,185760,210429,203650,201972,218016,210359,223050,221256,Biomass
TX,CLTCB,24974,18203,20582,19173,26232,29182,27844,23523,24996,25141,30767,24048,50140,125909,133141,196172,226342,288187,418438,587642,734145,858514,931065,1016758,1074868,1148998,1162745,1203925,1264113,1335906,1333671,1333449,1324063,1430676,1389409,1364800,1485577,1523201,1488589,1530426,1548184,1492977,1550325,1603971,1626029,1627863,1610301,1609155,1605925,1497854,1568060,1695239,1498818,1597357,1585961,1340422,1323111,1451978,Coal
TX,DFTCB,142128,127564,140155,139999,140057,144777,133113,131443,134185,172809,188786,203443,268065,313105,324572,318661,339728,435295,471618,518491,422386,528205,527299,564799,489236,465908,430069,409551,404470,430111,395569,423279,443834,477547,484966,512896,563089,570722,619606,609347,650841,694740,663959,686690,701771,743967,820251,836026,816666,753587,811822,915993,926286,957286,1094210,1016250,1020122,1045008,Distillate Fuel Oil
TX,HLTCB,278098,288154,310800,330939,385025,414139,420713,430638,483935,560027,556248,565829,650100,673982,655510,584229,574993,569259,576326,721769,796764,834341,778436,704230,1036630,1009417,993774,1101333,1156423,1212961,1166799,1284557,1351574,1309167,1457111,1490821,1576528,1751924,1726327,1766464,1632431,1541173,1619321,1654035,1716535,1583579,1561993,1621844,1288036,1303511,1538331,1462683,1625538,1782983,1652767,1859478,1845014,1914764,HGL
TX,HYTCB,11859,13143,8446,5009,4748,7771,8195,6043,13790,13279,10550,9220,8615,17663,17035,20052,11080,12199,7923,12448,10171,11972,10738,11648,10767,14636,20603,22482,12751,15034,18657,23216,27284,18416,15788,17565,9925,18289,14529,11455,8456,12403,11429,9077,13027,13324,6566,16254,10243,10040,12310,5471,5562,4580,3670,8913,12389,9784,Hydroelectric Power
TX,JFTCB,58554,63946,76442,79790,84507,84342,97167,116822,133917,139242,135936,139442,144398,148192,144861,152662,143321,149255,156521,163989,173277,173399,240661,266030,364336,420547,453003,477555,535498,526931,542139,512815,509100,492026,472453,470479,566221,599046,615962,594762,582403,639834,655440,574567,503613,455765,461834,427566,411165,350451,350878,350447,353969,386660,411779,448448,477636,550237,Jet Fuel
TX,MMTCB,482443,495527,513591,532418,547229,566542,596020,618697,667332,704030,742738,780703,836498,890126,881794,922103,980753,1024426,1061057,1029506,950778,972724,1001552,1024440,1033552,1079066,1100571,1078638,1096196,1069089,1078976,1044193,1054202,1081701,1139390,1106463,1178101,1167404,1226472,1259314,1293889,1328844,1393489,1398812,1430357,1443803,1442327,1440654,1407454,1402183,1402748,1365769,1385295,1431828,1485518,1554709,1586874,1595996,Motor Gas excl Ethanol
TX,NNTCB,2815483,2831993,2959563,3044428,3040492,3181456,3404262,3638596,3836859,4024717,4203877,4482576,4531777,4746155,4584002,4046930,4074690,4254885,4329773,4131399,4226105,4052341,3503024,3335505,3556196,3514363,3312909,3435408,3665182,3886107,3876543,3823075,3768323,3925163,3885072,4037538,4268665,4231566,4377957,4138068,4550106,4382935,4444506,4177143,4039787,3621139,3544789,3626526,3653462,3481133,3689581,3800578,3964124,4131226,4060592,4263860,4151063,3994212,Natural Gas
TX,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40201,105722,167823,207582,256502,130321,300448,379842,375656,392031,405846,384141,391670,398535,371923,348485,421660,398994,430593,429577,425682,434024,432036,414881,402823,400353,410907,411571,440109,403523,Nuclear Electric Power
TX,P1TCB,432848,443411,475272,618846,666960,663406,744313,789415,839138,873594,897647,906928,1002931,1083120,1079792,1000752,1163936,1369366,1497358,1674523,1699774,1335885,1095522,1164528,1052111,1035976,1170908,1165239,1275202,1232534,1402352,1339243,1435222,1424946,1459646,1399076,1486159,1635060,1585706,1498502,1470440,1460642,1485857,1548212,1673922,1597073,1624016,1385649,1141300,1096899,1172765,1168132,1177465,1259624,1159960,1173141,1203224,1212826,Other Petroleum
TX,RETCB,50155,52023,47721,42718,43884,48967,51980,49944,62939,64351,62757,60471,67560,78102,76691,75872,75965,82566,84175,89721,65819,70516,80753,78066,88645,96300,113054,120707,111778,127595,117290,122315,136103,117748,115384,122104,112104,126373,115562,98724,101491,102020,123418,117403,123119,138908,189802,245405,346666,348270,457348,516473,520659,554522,609429,645948,779987,876507,Total Renewables
TX,RFTCB,141986,137170,117610,110980,109790,90040,87396,88629,87616,90871,88936,76236,93426,187064,226130,242279,278541,337771,382722,453139,409094,423167,377019,271585,222500,180516,175041,138134,152951,179619,172660,178764,192348,141871,135946,141737,127577,138891,160363,113892,137116,108371,106836,116652,135471,163628,175775,205402,180588,158885,195669,195826,134208,128682,133374,128603,191348,194331,Residual Fueal
US,BMTCB,1319871,1294762,1300242,1323316,1336802,1334761,1368986,1340249,1419494,1440488,1430962,1432323,1503065,1529068,1539661,1498733,1713373,1838332,2037605,2151906,2471691,2599746,2664743,2904414,2971603,3016233,2932095,2877576,3016049,3159354,2736982,2781799,2931673,2906004,3027532,3101141,3156805,3102838,2927489,2963292,3008229,2625395,2698515,2804726,3004599,3100638,3228406,3438829,3811465,3898016,4471839,4493640,4390792,4633408,4783103,4757010,4717757,4798494,Biomass
US,CLTCB,9830513,9618013,9904585,10414512,10967543,11582398,12145291,11917043,12337535,12383168,12268895,11603202,12109530,12960121,12651009,12655613,13575890,13907111,13769684,15041652,15460982,15937724,15269049,15867060,17013578,17540071,17240884,17949877,18885663,19055165,19167682,18989140,19117802,19836126,19903559,20098843,21002157,21443603,21583324,21582103,22575538,21906355,21902852,22322634,22464302,22793450,22444214,22747914,22382816,19691342,20828382,19663856,17380923,18038771,17996577,15548985,14227138,13839632,Coal
US,DFTCB,3991686,4044624,4266259,4352755,4371220,4519117,4644739,4765724,5094190,5244026,5401004,5657916,6210091,6574759,6267211,6061326,6679498,7125886,7296139,7039256,6110279,6014173,5678583,5719725,6065095,6097767,6196291,6328356,6655121,6711705,6422080,6209922,6350840,6466000,6717543,6811839,7168372,7297919,7351882,7586690,7927311,8170353,8019781,8340797,8641615,8744885,8830605,8858242,8346459,7656512,8010589,8211183,7897088,8051055,8492328,8402506,8169609,8262728,Distillate Fuel Oil
US,HLTCB,865979,891189,973310,1052341,1124312,1170101,1234196,1312301,1459731,1677845,1667021,1700297,1926804,1959397,1913592,1811302,1876549,1866666,1848145,2213810,2135452,2097818,2095195,1983330,2229597,2251994,2158232,2338968,2372880,2403475,2258530,2465872,2594761,2557188,2776857,2790650,2951060,2955644,2808928,3193382,3215645,2894642,3006338,2905269,2975834,2811649,2767835,2834784,2655804,2706885,2884846,2798965,2892775,3166263,3066017,3224058,3177612,3280362,HGL
US,HYTCB,1607975,1656464,1816141,1771354,1886314,2059077,2061519,2346664,2348629,2647982,2633548,2824150,2863865,2861448,3176580,3154607,2976265,2333252,2936983,2930686,2900144,2757968,3265558,3527260,3385811,2970192,3071179,2634508,2334265,2837263,3046391,3015943,2617436,2891613,2683457,3205307,3589656,3640457,3297054,3267575,2811116,2241858,2689017,2792539,2688468,2702942,2869035,2446389,2511108,2668824,2538541,3102852,2628702,2562382,2466577,2321177,2472442,2766969,Hydroelectric Power
US,JFTCB,738522,826805,976887,1043682,1120761,1214502,1353654,1670229,1941094,2016832,1972743,2060819,2140842,2167221,2030373,2047083,2025995,2126482,2163806,2203632,2190406,2062194,2071522,2140915,2413720,2496888,2682354,2842819,2981766,3058904,3129491,3025005,3001330,3028007,3154499,3132195,3274239,3308167,3356783,3461781,3580350,3425975,3340318,3265457,3382535,3474752,3379382,3357610,3192839,2883274,2962870,2949817,2901435,2968557,3042091,3204168,3349876,3481346,Jet Fuel
US,MMTCB,7630802,7751568,8050790,8309962,8464411,8805625,9218658,9506785,10114000,10595275,11090916,11531738,12259336,12797127,12534588,12797511,13415290,13760444,14210988,13487461,12647895,12630560,12537986,12696942,12867019,13097625,13486741,13815858,14105067,14050036,13871812,13780951,13972523,14141364,14359802,14680047,14967231,15126904,15559439,15888680,15990592,16201234,16618766,16715286,17022752,17022388,17058027,16859024,15999412,15801249,15570293,15110405,15021605,15240281,15361358,15788432,16050927,16002227,Motor Gas excl Ethanol
US,NNTCB,12385366,12926392,13730841,14419107,15297642,15779457,17005781,17964988,19204569,20657964,21692710,22365248,22682497,22595346,21729561,19977076,20381227,19972477,20067662,20687615,20226934,19749623,18367053,17212020,18389567,17713531,16603236,17646792,18460278,19607316,19627801,20033047,20723809,21255357,21757307,22720621,23151345,23372324,22911552,22925260,23815293,22747645,23513541,22822564,22927283,22567132,22225318,23670821,23836273,23421003,24568039,24953771,26075691,26788768,27376838,28179686,28392790,28042043,Natural Gas
US,NUETB,6026,19678,26394,38147,39819,43164,64158,88456,141534,153722,239347,412939,583752,910177,1272083,1899798,2111121,2701762,3024126,2775827,2739169,3007589,3131148,3202549,3552531,4075563,4380109,4753933,5586968,5602161,6104350,6422132,6479206,6410499,6693877,7075436,7086674,6596992,7067809,7610256,7862349,8028853,8145429,7959622,8222774,8160810,8214626,8458589,8426491,8355220,8434433,8268698,8061822,8244433,8337559,8336886,8426753,8418968,Nuclear Electric Power
US,P1TCB,3129471,3204314,3298708,3497534,3672894,3784081,3944823,3919077,4154630,4248913,4311869,4321896,4562544,4830798,4619110,4332237,4699547,5155896,5464015,5646393,5304096,4288756,3857739,4195855,4266615,4164025,4372408,4590909,4888397,4796699,4999132,4651464,5031334,4920222,5106526,4976158,5279544,5552398,5611351,5701366,5352186,5533979,5531513,5714795,6135898,6062485,6126746,5815221,5165391,4618088,4712648,4610774,4392562,4454535,4315174,4381315,4432824,4450985,Other Petroleum
US,RETCB,2928205,2952227,3117444,3096431,3225249,3395816,3432463,3690213,3772655,4094893,4070021,4262212,4382009,4410938,4741851,4687119,4727151,4208966,5005439,5122854,5424534,5417152,5980929,6495612,6438347,6084017,6111140,5624499,5456754,6234663,6041894,6067787,5820551,6079367,5987153,6559368,7012393,7011640,6491325,6514712,6104270,5163005,5724010,5942415,6071253,6220264,6603135,6477116,7134762,7566331,8233069,9088867,8730106,9235679,9529123,9493950,10065407,10895475,Total Renewables
US,RFTCB,3517193,3449539,3431526,3388215,3486651,3690538,3938365,4098401,4201219,4538736,5056559,5268789,5819543,6476723,6055739,5649322,6445105,7047268,6936026,6485399,5771629,4790883,3938868,3260463,3151038,2758987,3254887,2901476,3170377,3143921,2819852,2657037,2518138,2478725,2342454,1954697,1952120,1828228,2035724,1904948,2090597,1861449,1605429,1771853,1989729,2111118,1580734,1658894,1431707,1172890,1227920,1058058,848525,731008,590192,595090,750655,784140,Residual Fueal
UT,BMTCB,2219,2132,2044,2008,2148,1956,1938,2060,2216,2284,2303,2303,2543,3145,2612,2893,3257,3811,4492,5332,4492,5875,6051,6505,6910,6931,6469,3637,3859,3549,3445,3608,3785,3794,3552,3580,3872,4397,4919,6242,6658,4667,3717,3673,3633,5372,5005,6463,7570,7039,8034,9437,9669,10662,10753,14788,15778,15564,Biomass
UT,CLTCB,90967,81964,65575,62411,71031,75449,79119,72396,73920,78445,78777,78743,77580,98848,107648,115740,101774,132845,143943,170907,168254,175686,159560,160238,185637,199366,188954,273790,337985,349724,366842,344365,363056,370982,380866,361424,359984,375105,396129,384060,403068,384453,370551,379185,399704,405546,382757,391386,395878,364994,356148,346181,322055,355230,344054,330043,269016,274816,Coal
UT,DFTCB,21991,17708,20786,20862,21836,24424,27829,26817,27592,29097,29751,37992,37300,46762,51876,53385,49418,51245,53401,55976,48934,41348,37501,37202,35574,33290,40648,37902,41122,34466,41720,40998,42442,43232,44541,49290,50899,58062,60507,56986,61852,65380,66813,70308,71353,79804,100347,92229,81715,74245,73382,89135,85214,88274,87422,82358,82024,86604,Distillate Fuel Oil
UT,HLTCB,1727,2058,1956,1996,2294,2597,2282,3201,3554,3667,3584,3854,4646,4088,4123,4338,4523,3424,3124,5983,4720,5560,5476,5696,5107,5428,5661,6073,5290,5090,3918,2781,2571,2784,2816,5405,9136,2819,1554,3647,6479,7325,4709,2732,3058,5527,5207,5376,5111,4216,4140,5043,4355,5077,4933,4188,4315,4349,HGL
UT,HYTCB,3275,2459,4148,3691,8003,9545,8235,11206,10575,11673,7776,10312,12691,11537,9828,11181,11717,7898,7601,8303,8533,6512,10710,14663,14519,10646,14756,8919,6123,5859,5289,6543,6230,8866,7742,9990,10846,13728,13406,12835,7611,5253,4657,4266,4506,7844,7407,5325,6583,8152,6785,11952,7116,4818,6018,7164,7012,11919,Hydroelectric Power
UT,JFTCB,5390,6344,7112,6685,7043,6774,7795,8548,10905,11024,9989,10768,10879,10483,10339,10571,10159,11317,12062,12763,14622,13475,15578,18321,19050,21269,24286,27909,27952,28635,29740,33220,31491,31066,29684,31848,35705,35603,36167,42200,43663,39010,36381,38319,40468,41923,42863,40173,36907,32611,33312,32698,31592,36283,32412,35174,39374,37865,Jet Fuel
UT,MMTCB,41040,42300,44413,45892,45967,47282,50187,51578,56271,60286,64652,68068,73815,76765,75849,79124,82685,86721,91810,86567,81600,81676,82960,83807,84842,85309,92142,92572,95330,90935,87853,91374,94054,98203,101322,108095,110242,114637,117259,119503,123283,118275,125252,126150,128440,125977,129436,130848,124135,124527,120425,122743,120579,124276,126218,130870,133993,134987,Motor Gas excl Ethanol
UT,NNTCB,72441,79168,87938,88494,99071,99810,95740,97068,101626,110888,114377,113876,116399,116335,115206,117952,138603,100999,113322,120980,124990,109703,110526,118449,124247,123750,99706,106906,117778,123414,126913,142458,132362,149255,146416,166860,168059,172248,177960,169255,173439,167582,172366,163527,164154,168770,197894,231125,237414,223646,229078,230672,232630,258661,251649,242848,250199,231342,Natural Gas
UT,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear Electric Power
UT,P1TCB,21471,21935,23973,23842,24838,25556,28921,26891,27456,27541,28579,27364,31552,29486,31049,27531,30408,30624,30467,32059,28473,19871,19755,21730,25468,26048,23166,25528,25170,29443,27690,35727,29644,28628,29921,31402,35707,33339,34097,33673,31987,30241,24540,38092,33083,32985,31124,28849,28533,28517,32627,33802,34470,31028,30546,31206,33554,34641,Other Petroleum
UT,RETCB,5494,4591,6192,5699,10151,11501,10173,13266,12791,13957,10079,12615,15234,14683,12440,14074,14974,11709,12093,13634,13025,12388,16761,21168,21829,18721,23017,14264,11781,11680,10778,12555,12402,14642,13808,15540,17235,20402,20533,21236,16401,12126,11227,10518,10710,15754,15010,14154,17728,20296,22716,31094,27680,24763,29250,33576,46835,63726,Total Renewables
UT,RFTCB,35932,36358,38395,36917,34701,35598,37269,34558,35566,38533,29272,31913,28251,22871,26546,28940,29976,28559,25918,20038,21976,6425,5372,10056,5994,2707,2260,2244,1813,1573,2304,1259,1542,1789,2159,1851,545,939,607,378,445,114,517,698,1073,1383,1528,1943,2771,820,87,9,4,14,133,28,0,0,Residual Fueal
VA,BMTCB,56072,53854,54344,55094,54594,54205,56102,53364,55705,56790,55458,54593,55879,55520,54757,53223,66836,66356,73069,79204,76307,75457,83784,83257,91294,93080,85690,79373,82405,94082,92001,96061,99299,105242,111101,115575,124385,115131,112523,115338,109264,84587,72635,92056,101164,116462,118521,121796,129091,128389,126895,121429,121619,135841,154115,153597,146841,143980,Biomass
VA,CLTCB,316395,328073,345482,360181,370395,386296,386377,369977,383807,328714,275311,230247,198893,195912,176954,169188,202247,187029,170626,213734,231849,264301,259723,275468,306947,297127,303266,337881,342900,384191,355067,379934,379542,397271,371724,385108,428703,432781,438490,444542,506961,487601,482759,464353,452557,458452,433606,458200,415102,334605,346161,288348,222270,290508,278183,232427,222938,159813,Coal
VA,DFTCB,82400,85519,92535,98375,96312,108400,121550,124500,129345,134818,143531,141991,146061,157873,147743,133949,146212,164166,153248,192552,143290,137547,127645,144984,154262,154473,172863,182525,203641,175216,173653,169128,164916,167252,176400,177977,208544,219512,208642,209204,230802,228634,217507,251525,265511,263592,266571,257917,226602,193455,194075,186852,188537,188833,201423,191661,184672,182062,Distillate Fuel Oil
VA,HLTCB,4387,4782,5097,6606,7239,6351,6286,7190,7340,8379,9134,9315,10791,10330,10003,11455,11957,12424,11539,13332,11612,10874,10826,10981,13559,14387,12433,15241,15631,16604,15102,17096,17480,17753,18251,17865,19258,19595,15039,17165,22601,18088,19819,21417,20627,21643,19248,19607,20191,21237,21790,21377,18282,22440,22987,23193,21366,20790,HGL
VA,HYTCB,13634,12602,13334,9174,8987,9234,7953,8410,8157,7369,7254,11771,14609,13694,11328,13637,9208,7448,13328,15977,9264,3813,9830,12725,12337,8833,781,8692,-1970,4421,13621,11271,11273,13539,11823,10261,14771,10420,13086,6971,7263,10480,8832,18038,15856,14842,13402,12338,9962,14431,14636,11760,9933,11961,9084,10795,13585,10285,Hydroelectric Power
VA,JFTCB,24035,24352,27026,33085,34584,35784,39913,52205,60490,63930,61882,65863,65135,68921,63833,64932,66968,70263,69110,67650,68753,62914,61880,60838,58360,61653,74059,80893,87937,88263,88527,66713,65904,67289,67957,60029,52183,53333,57788,52811,56377,56591,56444,64983,94997,106850,106649,107868,93669,88978,72049,72389,95695,100092,75025,63468,61467,58217,Jet Fuel
VA,MMTCB,163247,161754,170637,176109,180243,189655,197165,205845,222502,241947,255739,271437,289384,306929,304383,311468,327905,338358,349935,330361,310110,311193,306541,313538,325242,330828,342414,367156,373478,372594,369458,370471,375765,384976,390336,410220,409212,421340,424479,438474,442263,469306,470826,476653,485558,489270,488948,490384,464151,449878,455453,426893,437191,437413,446932,450009,456165,457902,Motor Gas excl Ethanol
VA,NNTCB,68431,73034,79884,86240,91963,98615,125287,119364,125708,132739,140072,147758,159705,156669,146811,123625,125855,120734,136935,136958,160886,154925,154574,146846,148534,144466,146586,165106,169565,180403,192022,188469,220950,248412,260366,283873,269837,259571,271387,287144,277688,246406,266853,272055,285607,311537,283456,331018,310647,330369,385768,383436,424000,433438,438697,526314,572103,596697,Natural Gas
VA,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,4836,74765,66437,98782,85506,102103,154249,76758,125071,196535,192897,203636,184824,236905,224429,189468,223036,150955,252065,250424,244334,238323,265782,264092,276085,284220,285716,295742,295361,269003,285549,258633,295272,291357,287938,286019,291932,295072,277729,267334,300992,306430,316081,293455,310966,319562,Nuclear Electric Power
VA,P1TCB,56116,62280,63087,65666,64015,67876,72376,69081,72161,66936,65609,68581,67926,58522,51514,45096,55429,56011,57472,60543,49207,40408,38160,46484,64620,68142,61688,60883,59029,61015,56661,50267,50416,51064,51328,50178,52610,53248,59585,62657,55181,58809,48159,52726,56635,55322,54020,50643,39058,39781,39332,38167,34163,30106,30764,35698,34684,32121,Other Petroleum
VA,RETCB,69706,66456,67678,64267,63580,63439,64055,61774,63863,64159,62711,66364,70488,69214,66085,66861,76045,73803,86397,95181,85571,79270,93614,95982,103631,101913,86471,88065,80435,98719,105874,107612,110879,119114,123271,126209,139571,125994,126110,122830,117047,95655,82127,110928,117945,132402,133170,135561,140671,144680,143607,135498,133880,150160,165629,166896,163230,160000,Total Renewables
VA,RFTCB,112068,90831,83364,88808,96725,105497,96632,97164,93290,144534,209816,254793,281522,281739,275967,257470,248164,259663,237049,221971,154978,85441,58952,51099,56024,53886,77976,68183,63357,74662,49080,57577,50394,53498,49747,34465,25666,32706,46099,47101,62211,57207,42334,67046,72456,62085,23321,32332,26652,18799,22244,15678,13683,8721,8784,9324,7535,6904,Residual Fueal
VT,BMTCB,7943,7149,7251,6766,6556,6932,6807,6669,6872,6662,6472,6815,6181,6143,5782,6600,8023,9372,11450,12716,14432,14343,13818,15971,16132,17254,12962,12765,12630,9085,5278,6317,6477,8114,8340,9119,9114,9024,8090,8400,8773,8043,11228,12217,9988,12216,12598,12424,13881,19428,21383,18575,16493,20819,20477,26432,24152,23864,Biomass
VT,CLTCB,3507,3906,3019,3352,2730,2707,2198,2059,1884,2074,2129,1942,1355,1473,1469,744,579,719,477,595,537,1030,1264,1164,1394,1982,653,315,284,236,201,307,508,145,124,74,42,2695,53,2016,26,50,25,25,25,25,27,34,0,0,0,0,0,0,0,0,0,0,Coal
VT,DFTCB,17230,19389,21122,22105,21131,24961,28002,28777,30360,31919,33443,31404,33052,35225,29538,27037,31861,31220,30754,31955,23854,22248,15722,20034,23792,26699,24985,28062,29961,28943,26596,27739,32222,32268,31183,31200,33363,31101,30349,31659,30699,31255,28315,31469,34100,30216,29510,28442,25547,27772,26604,27645,24378,25288,26493,29341,27500,27273,Distillate Fuel Oil
VT,HLTCB,1544,1633,1608,1349,1825,1724,1855,1789,2219,2235,2059,2241,2650,2596,2664,3145,3568,3542,4438,2029,2481,2346,3163,3211,2463,3007,3280,4166,4415,5739,5349,6185,7258,6212,6317,6342,6964,5884,6769,6202,6702,9189,8939,7115,7573,8474,8617,8168,8616,9259,9037,8415,9038,10268,10735,10689,9216,9018,HGL
VT,HYTCB,9396,8219,8431,7229,6944,7464,8750,8498,8214,9447,8244,7778,9774,11005,10352,9761,11302,10001,9055,9624,8449,10482,8849,10583,9904,9635,10910,10367,9074,10927,14199,10986,9530,10116,10715,10030,12733,10902,12176,12227,12456,9137,11342,11685,11892,12107,15064,6391,14711,14502,13140,13843,10956,12269,11177,10619,9948,11796,Hydroelectric Power
VT,JFTCB,438,443,475,532,502,426,504,634,686,654,666,614,1422,1220,1134,984,787,759,745,955,860,452,497,575,965,1107,739,1007,792,1232,1002,898,639,688,779,718,563,601,687,812,817,682,366,385,1752,2397,2132,1799,1509,2901,1261,1312,1298,1292,1223,1456,1644,1326,Jet Fuel
VT,MMTCB,17505,17674,18105,18634,18793,19903,21225,22638,23879,24820,26672,28002,29819,30272,29552,29934,31586,32176,33139,30623,28562,28925,29046,29306,30577,30533,31338,34300,35705,34431,35172,35574,36136,37022,37303,37528,38202,39590,39077,40050,43658,41716,42444,43157,43685,43489,43348,42616,39016,37938,37483,36187,35039,35682,35328,35138,35031,34875,Motor Gas excl Ethanol
VT,NNTCB,0,0,0,0,0,0,906,1374,1674,2391,2679,3066,3817,4212,4785,4005,3700,4025,3819,4398,3951,4352,4340,4324,4829,4958,4954,5113,5494,6064,6678,6982,7570,7221,7274,7259,7461,8309,7827,8128,10545,7909,8399,8441,8708,8396,8062,8874,8665,8679,8501,8677,8287,9743,10853,12245,12383,12286,Natural Gas
VT,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,1828,17422,27708,39220,36013,38097,35456,37521,32497,39362,46222,31298,36170,31860,21776,36927,43615,38171,38267,43072,39105,35421,45106,40541,39899,44776,35226,42418,47432,43559,41378,46317,40231,42491,53287,49337,51163,56067,49986,51351,52283,50639,52929,0,0,0,Nuclear Electric Power
VT,P1TCB,6903,8089,7410,6335,5015,6176,6522,7186,8006,6532,5362,5642,4537,4140,3743,2875,3311,3115,2949,3678,2912,2487,2380,2794,5171,6356,5880,6050,6179,6029,2409,5504,3986,2224,3202,3297,3721,7324,4440,3661,4249,4857,2832,3111,6338,4076,3484,4233,1340,5437,6507,5877,5479,5978,5917,5730,5085,5460,Other Petroleum
